Annotator,Annotation,ID
anli9209,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
anli9209,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
anli9209,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
anli9209,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
anli9209,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
anli9209,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
asan4592,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
asan4592,Business,Potentially interesting
asan4592,Business,We should be banking on a brighter future for Scotland
asan4592,Business,'Ship Your Enemies Glitter' business sells for $85K
asan4592,Business,Kane's account of sting draws increasing fire
asan4592,Business,Hamish McRae: Lessons for all as America bounces back
asan4592,Business,'Impossible' for Saudi to reduce oil output: minister
asan4592,Entertainment,The weirdest moments from 30 years of 'Ninja Turtles'
asan4592,Entertainment,Eastenders: Carter clan set to implode in 2015
asan4592,Entertainment,Snapper star dies
asan4592,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
asan4592,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
asan4592,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
asan4592,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
asan4592,Entertainment,INXS relive one of their most successful years ever and their toughest
asan4592,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
asan4592,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
asan4592,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
asan4592,Entertainment,DUBS Bring Down The Noise In Night Clubs
asan4592,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
asan4592,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
asan4592,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
asan4592,Health,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
asan4592,Other,"We put your tax return hell questions to HMRC, and this is what they said"
asan4592,Other,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
asan4592,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
asan4592,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
asan4592,Politics,What has the Human Rights Act done for you?
asan4592,Politics,Cong escalates attack on govt through social media - The Times of India
asan4592,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
asan4592,Politics,72-hour wait for Missouri abortions takes effect next month
asan4592,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
asan4592,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
asan4592,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
asan4592,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
asan4592,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
asan4592,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
asan4592,Science and Technology,Apple CarPlay infotainment system has lots of potential
asan4592,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
asan4592,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
asan4592,Science and Technology,Anticipating the rise of the machine
asan4592,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
asan4592,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
asan4592,Society,What is a sinkhole?
asan4592,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
asan4592,Society,The unborn babies who are already smiling for the camera
asan4592,Society,'Parents these days' are judged too harshly
asan4592,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
asan4592,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
asan4592,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
asan4592,Society,DU to go back to reevaluation system : News
asan4592,Society,Dewani cop didn't ace it
asan4592,Society,"36 Hours in Strasbourg, France"
asan4592,Society,How Britain Made James Foley's Killer
asan4592,Society,Prosecutors seek to have McDonnell jailed during appeal
asan4592,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
asan4592,Society,Australia's best private pools on the market
asan4592,Society,The words that ended my marriage
asan4592,Society,How to find love in 2015 without it costing the earth
asan4592,Society,From the flower pot to Pantibar: Enda's gay support evolution
asan4592,Society,Philippine storm death toll rises to six - The Times of India
asan4592,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
asan4592,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
asan4592,Society,30 Items We Just Know You're Going To Want For Fall
asan4592,Society,Met policeman cleared after kicking mother tending to her child in hospital
asan4592,Society,19 Things Scottish People Miss When They Move To London
asan4592,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
asan4592,Society,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
asan4592,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
asan4592,Sports,Ice hockey boy gets floored
asan4592,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
asan4592,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
asan4592,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
asan4592,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
asan4592,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
asan4592,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
asan4592,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
asan4592,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
asan4592,War,Iraq Reaches Major Oil Deal With Kurds
asan4592,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
asel4411,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
asel4411,Business,Potentially interesting
asel4411,Business,"We put your tax return hell questions to HMRC, and this is what they said"
asel4411,Business,We should be banking on a brighter future for Scotland
asel4411,Business,Hamish McRae: Lessons for all as America bounces back
asel4411,Entertainment,Eastenders: Carter clan set to implode in 2015
asel4411,Entertainment,Snapper star dies
asel4411,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
asel4411,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
asel4411,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
asel4411,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
asel4411,Entertainment,INXS relive one of their most successful years ever and their toughest
asel4411,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
asel4411,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
asel4411,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
asel4411,Entertainment,DUBS Bring Down The Noise In Night Clubs
asel4411,Error,The weirdest moments from 30 years of 'Ninja Turtles'
asel4411,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
asel4411,Error,Kane's account of sting draws increasing fire
asel4411,Error,Dewani cop didn't ace it
asel4411,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
asel4411,Health,72-hour wait for Missouri abortions takes effect next month
asel4411,Health,Woman dies after airport scanner interferes with her pacemaker - Telegraph
asel4411,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
asel4411,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
asel4411,Politics,What has the Human Rights Act done for you?
asel4411,Politics,The Government's bid to boost mobile coverage could easily backfire - Telegraph
asel4411,Politics,Iraq Reaches Major Oil Deal With Kurds
asel4411,Politics,Cong escalates attack on govt through social media - The Times of India
asel4411,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
asel4411,Politics,From the flower pot to Pantibar: Enda's gay support evolution
asel4411,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
asel4411,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
asel4411,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
asel4411,Science and Technology,What is a sinkhole?
asel4411,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
asel4411,Science and Technology,The unborn babies who are already smiling for the camera
asel4411,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
asel4411,Science and Technology,Gene-Therapy Hope for 'Bubble Boy' Syndrome
asel4411,Science and Technology,Apple CarPlay infotainment system has lots of potential
asel4411,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
asel4411,Science and Technology,'Impossible' for Saudi to reduce oil output: minister
asel4411,Science and Technology,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
asel4411,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
asel4411,Science and Technology,Anticipating the rise of the machine
asel4411,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
asel4411,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
asel4411,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
asel4411,Society,'Parents these days' are judged too harshly
asel4411,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
asel4411,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
asel4411,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
asel4411,Society,DU to go back to reevaluation system : News
asel4411,Society,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
